,state,q_values,importance
9498,9550,"[ 1.2675562  -2.6296637  -3.0481734  -2.5093384   0.32834768  0.9210752
  1.5556718   0.5579535  -2.698745  ]",0.2881156
9499,9551,"[ 1.2302836  -2.7126741  -3.1782513  -2.6347475   0.14170246  0.93958074
  1.550823    0.739709   -2.762519  ]",0.32053940000000014
9500,9552,"[ 1.2731006  -2.8413684  -3.228634   -2.7131565   0.22576572  1.0367057
  1.5490968   0.7159933  -2.8816357 ]",0.2759962
9501,9553,"[ 1.0783917  -2.7535548  -3.4070053  -2.6611724  -0.01970892  1.3810083
  1.2386178   0.57748014 -2.8780692 ]",0.14239049999999986
9502,9554,"[ 1.0943377  -2.6889932  -3.0934987  -2.5017939   0.2313289   1.1311759
  1.3541849   0.62961096 -2.7231615 ]",0.223009
9503,9555,"[ 1.1311749  -2.8864803  -3.1896737  -2.6938658   0.23220773  1.1648885
  1.290499    0.6827302  -2.8475258 ]",0.12561050000000007
9504,9556,"[ 1.0745893  -2.7068796  -2.6313915  -2.334191    0.4842214   0.77513784
  1.1608042   0.8542874  -2.4108982 ]",0.0862149000000001
9505,9557,"[ 0.757681   -2.5335708  -2.3683686  -2.063113    0.33068454  0.7943348
  0.8754565   0.99832284 -2.0723963 ]",0.12286634000000007
9506,9558,"[ 0.9662972  -2.6069484  -2.5193555  -2.223691    0.44955117  0.79875916
  1.0243859   0.856624   -2.3017917 ]",0.05808869999999999
9507,9559,"[ 0.82310855 -2.588407   -2.619368   -2.3403997   0.12492042  0.9577959
  0.7427471   0.93619454 -2.3103752 ]",0.021601360000000014
9508,956,"[ 0.8270382  -3.336547   -2.7258375  -2.450293    1.3417443   0.8721032
  1.4481189  -0.68715125 -2.8923447 ]",0.1063746000000001
9509,9560,"[ 0.750056   -2.4174397  -2.5113347  -2.3224986  -0.07408122  0.9264155
  0.5732668   0.8943505  -2.17504   ]",0.0320649999999999
9510,9561,"[ 0.71408254 -2.367065   -2.6986985  -2.5069327  -0.40513068  1.1933056
  0.21564712  0.8240887  -2.2444887 ]",0.36921689999999996
9511,9562,"[ 0.7420118  -2.4497912  -2.4643884  -2.1688461   0.1960678   0.93555033
  0.6851703   0.7294303  -2.166848  ]",0.19353853
9512,9563,"[ 0.6835747  -2.2533705  -2.2677069  -2.0249734   0.15730242  0.9351406
  0.6237708   0.72515625 -1.958577  ]",0.20998435000000004
9513,9564,"[ 0.5920706  -2.1920037  -2.256697   -2.0077038   0.08384046  1.0336823
  0.46970826  0.83648837 -1.9156046 ]",0.19719392999999996
9514,9565,"[ 0.7396448  -2.2841578  -2.2584758  -2.036708   -0.08500984  0.77623564
  0.5645408   1.0800575  -1.9750713 ]",0.3038218599999999
9515,9566,"[ 0.55231464 -2.3216033  -2.3318064  -1.9958572  -0.18371835  0.85930735
  0.41601607  1.2155521  -1.9958582 ]",0.35624475
9516,9567,"[ 0.41053602 -2.3334131  -2.3541799  -1.9149542  -0.28707093  0.94592446
  0.19348751  1.264819   -2.0160198 ]",0.31889453999999995
9517,9568,"[ 0.34866828 -2.3276806  -2.3987613  -1.8859227  -0.2951951   1.0208739
  0.25794083  1.168249   -2.0182083 ]",0.1473751000000001
9518,9569,"[ 0.3313452  -2.4625187  -2.5246472  -2.0124195  -0.28807637  1.0584213
  0.43478918  1.1725967  -2.2221537 ]",0.11417539999999993
9519,957,"[ 0.6902742  -3.244134   -2.6465113  -2.3281395   1.463943    0.77997726
  1.4536748  -0.5157792  -2.789705  ]",0.01026820000000006
9520,9570,"[ 0.55041075 -2.638071   -2.6106477  -2.1543376  -0.34712595  0.91221213
  0.73997754  1.1586391  -2.358355  ]",0.24642697000000002
9521,9571,"[ 0.6089528  -2.5547943  -2.5111501  -2.121264   -0.35913706  0.852346
  0.98088044  1.1776537  -2.246841  ]",0.19677326000000006
9522,9572,"[ 0.87067515 -2.633535   -2.4117332  -2.0858285  -0.28119737  0.75735694
  0.95693153  1.164585   -2.1361234 ]",0.20765347
9523,9573,"[ 0.98887813 -2.7319305  -2.4631596  -2.2078068  -0.25446942  0.7622253
  0.88130397  1.1993169  -2.1910524 ]",0.2104387699999999
9524,9574,"[ 0.9427903  -2.416801   -2.160456   -1.9952898  -0.04109732  0.5935085
  0.8593053   1.0323443  -1.9756565 ]",0.08955400000000013
9525,9575,"[ 1.0044658  -2.4563067  -2.1989055  -1.9871249  -0.03686089  0.59327507
  0.88457996  1.0608197  -2.0384252 ]",0.05635389999999996
9526,9576,"[ 1.1900401  -2.270203   -2.0674875  -1.8442528  -0.11204007  0.40823102
  1.046249    0.94700766 -1.9961307 ]",0.14379110000000006
9527,9577,"[ 1.2124984  -2.174797   -1.8752062  -1.8032794  -0.20403719  0.35959724
  0.9485958   0.8491869  -1.9105875 ]",0.2639026000000001
9528,9578,"[ 1.1305845  -2.3356647  -2.102405   -1.9295342  -0.23036236  0.53713465
  0.93243366  1.0154166  -1.9987464 ]",0.1151679000000001
9529,9579,"[ 1.1281637  -2.5056448  -2.2146337  -1.9604418  -0.30313903  0.5771038
  0.84346443  1.2245418  -2.080656  ]",0.09637809999999991
9530,958,"[ 0.7230676  -3.1203754  -2.506453   -2.222133    1.2499839   0.84489506
  1.3044856  -0.5316331  -2.6321697 ]",0.0545017000000001
9531,9580,"[ 1.0677428  -2.6059964  -2.3381038  -2.0168583  -0.43484512  0.54091156
  0.76961106  1.3841428  -2.1058247 ]",0.3164
9532,9581,"[ 0.85811913 -2.2349453  -2.0543983  -1.6163602  -0.40480626  0.19984084
  0.89350754  1.3798398  -1.6652379 ]",0.48633226000000007
9533,9582,"[ 0.70931435 -1.9805914  -2.1096647  -1.6510484  -0.3147437   0.1849595
  1.1488956   1.3866383  -1.7699962 ]",0.23774270000000008
9534,9583,"[ 0.7452949  -2.205014   -2.3563333  -1.7593687  -0.15248951  0.25476906
  1.1674151   1.4431056  -1.9991565 ]",0.27569050000000006
9535,9584,"[ 0.8279111  -2.3632739  -2.452538   -1.8670976  -0.02765954  0.19701177
  1.2001597   1.4583738  -2.1076574 ]",0.2582141
9536,9585,"[ 0.81907886 -2.2340093  -2.6751518  -1.9456553  -0.11406494  0.02973193
  1.5419794   1.5909308  -2.18723   ]",0.04895139999999998
9537,9586,"[ 0.8675206  -2.261282   -2.6565156  -2.0625648   0.03137717 -0.1365894
  1.7186301   1.7206112  -2.2840812 ]",0.001981100000000069
9538,9587,"[ 0.8571802  -2.3376145  -2.9139261  -2.2819204   0.08991937 -0.53729284
  2.1258953   2.0320706  -2.6327877 ]",0.09382469999999987
9539,9588,"[ 0.9276434  -2.1261003  -2.9452848  -2.1362152   0.22599879 -1.1432314
  2.588611    2.0325437  -2.6996584 ]",0.5560673
9540,9589,"[ 0.8657646  -2.0092614  -3.0873284  -2.0530229   0.28849193 -1.3276172
  2.7849422   1.9098715  -2.7612557 ]",0.8750707000000002
9541,959,"[ 0.75875753 -3.1762435  -2.5698466  -2.259271    1.3288963   0.81209546
  1.3942214  -0.5171399  -2.6905975 ]",0.06532509999999991
9542,9590,"[ 0.7100796  -1.8214139  -3.0280256  -1.9394684   0.22030571 -1.2869201
  2.8109257   1.9276648  -2.6962633 ]",0.8832608999999998
9543,9591,"[ 0.68394923 -1.6394912  -2.9473116  -1.8767552   0.18102865 -1.1725639
  2.6698792   1.846512   -2.6063442 ]",0.8233672000000001
9544,9592,"[ 0.5647853  -1.5377171  -2.8297966  -1.779119    0.02145678 -1.0982101
  2.5641985   1.7754626  -2.4502993 ]",0.7887358999999998
9545,9593,"[ 0.6427902  -1.7821182  -2.9120924  -1.9149411   0.14042741 -1.1842036
  2.5501862   1.8319175  -2.6218762 ]",0.7182687000000001
9546,9594,"[ 0.6908185 -2.0209239 -2.793705  -1.8801641  0.3738709 -1.0215793
  2.3157284  1.941809  -2.6091626]",0.3739193999999999
9547,9595,"[ 0.74640524 -2.2016668  -2.736704   -1.8728971   0.4880699  -0.9489499
  2.1189713   2.1068342  -2.5710402 ]",0.0121370999999999
9548,9596,"[ 0.6827979 -2.232607  -2.678103  -1.8817828  0.578839  -0.8409901
  2.00251    2.1234465 -2.5247548]",0.1209365
9549,9597,"[ 0.59151167 -1.8240317  -2.4617374  -1.6754098   0.58436155 -0.7923318
  2.0099838   1.861979   -2.1670005 ]",0.14800480000000005
9550,9598,"[ 0.54294676 -1.9852483  -2.3998759  -1.6185529   0.67359924 -0.6152925
  1.8188213   1.7844907  -2.145312  ]",0.03433059999999988
9551,9599,"[ 0.5403989 -1.9714996 -2.3036916 -1.5904367  0.6718261 -0.5970286
  1.7346777  1.7990603 -2.0565338]",0.06438260000000007
9552,96,"[ 1.8674833  -2.7795155  -2.7826362  -2.3409595  -0.5087235   1.8502731
 -0.24906303 -1.410011   -2.1375377 ]",0.017210200000000064
9553,960,"[ 0.70661163 -3.2043173  -2.5865917  -2.278845    1.4182942   0.7780977
  1.446664   -0.51558185 -2.713988  ]",0.02836979999999989
9554,9600,"[ 0.6665067 -2.0660126 -2.380002  -1.7222829  0.7668331 -0.6524384
  1.764638   1.9349782 -2.153391 ]",0.17034020000000005
9555,9601,"[ 0.7109075 -2.3258665 -2.2851577 -1.7007811  1.0682818 -0.2718184
  1.2692976  1.4948578 -2.2808497]",0.22556019999999988
9556,9602,"[ 0.78174573 -2.3712046  -2.1994965  -1.5883925   1.1643579  -0.30489826
  1.266637    1.4880028  -2.2290869 ]",0.22136580000000006
9557,9603,"[ 0.89513916 -2.5810604  -2.2355964  -1.5908377   1.3773296  -0.32761377
  1.1927217   1.3986055  -2.3006208 ]",0.021275900000000014
9558,9604,"[ 0.83489263 -2.3133836  -1.8808314  -1.340796    1.2213548  -0.19097261
  0.9913073   1.1040322  -1.8903035 ]",0.11732260000000005
9559,9605,"[ 0.9140018  -2.5373375  -1.9757967  -1.3870549   1.4112982  -0.26397455
  0.924079    1.1046923  -2.0263934 ]",0.3066059000000001
9560,9606,"[ 0.8567333 -2.520376  -2.040472  -1.4692578  1.3262811 -0.2564506
  1.0135654  1.2737099 -2.1250036]",0.05257120000000004
9561,9607,"[ 0.7527446  -2.3538094  -1.7934825  -1.3369808   1.2188008  -0.02177267
  0.7851413   1.1213768  -1.8681735 ]",0.09742399999999996
9562,9608,"[ 0.76686037 -2.4236627  -1.7102321  -1.2690208   1.2577697   0.11213514
  0.6207616   1.0965201  -1.8322283 ]",0.1612496000000001
9563,9609,"[ 0.6626388  -2.4533617  -1.5614669  -1.2286332   1.1708934   0.27438682
  0.29295725  1.1752783  -1.7711886 ]",0.004384900000000025
9564,961,"[ 0.63887346 -2.9546356  -2.359257   -2.0211468   1.43341     0.6719835
  1.3008263  -0.22424099 -2.4611225 ]",0.13258370000000008
9565,9610,"[ 0.610358   -2.064801   -1.3024793  -0.997562    0.9344242   0.18838301
  0.5180186   1.0044793  -1.4061354 ]",0.07005510000000004
9566,9611,"[ 0.5488702  -2.1268091  -1.3158232  -0.9940676   0.9212093   0.288396
  0.51993865  1.0670948  -1.472506  ]",0.1458855
9567,9612,"[ 0.5738102 -2.1577215 -1.2938249 -0.9864386  0.8753954  0.3096636
  0.4284063  1.1136318 -1.4628832]",0.23823640000000001
9568,9613,"[ 0.4966615  -1.898432   -1.1240275  -0.8164702   0.61886466  0.39914048
  0.3037948   1.0141722  -1.3106972 ]",0.39530754
9569,9614,"[ 0.25055468 -1.7479935  -1.0930717  -0.82123107  0.5017554   0.60590935
  0.11221396  0.92286295 -1.273099  ]",0.31695359999999995
9570,9615,"[ 0.18255582 -1.7841518  -1.1759759  -0.9122507   0.45867     0.78664875
 -0.02998791  0.8858634  -1.3503836 ]",0.09921464999999996
9571,9616,"[ 0.22747132 -1.7896854  -1.2073128  -0.8866684   0.56730413  0.66372204
  0.11595369  0.87692696 -1.2871364 ]",0.21320492000000002
9572,9617,"[ 0.02570891 -1.4623362  -1.0899279  -0.72461766  0.29351205  0.6773979
 -0.06548388  0.71745074 -1.0408114 ]",0.04005283999999998
9573,9618,"[ 0.12796266 -1.4351983  -1.1577276  -0.6984685   0.2729501   0.5835409
  0.09651868  0.528384   -1.0333357 ]",0.055156900000000064
9574,9619,"[ 0.09257533 -1.5822777  -1.1844964  -0.75969326  0.4491533   0.5927941
  0.16086039  0.65172964 -1.1501354 ]",0.05893554000000001
9575,962,"[ 0.71870154 -3.2458076  -2.6251414  -2.34738     1.448212    0.8032822
  1.3382411  -0.42337385 -2.7054472 ]",0.10997089999999998
9576,9620,"[-0.0033897  -1.4519572  -1.0783089  -0.70752186  0.34727588  0.7281663
 -0.02712874  0.7352156  -1.1491022 ]",0.007049299999999925
9577,9621,"[ 0.03588725 -1.4457908  -1.1272295  -0.68715715  0.18636405  0.69266236
  0.12419792  0.6651533  -1.1591487 ]",0.027509060000000085
9578,9622,"[ 0.06938764 -1.4646394  -1.1280091  -0.7180513   0.09597361  0.70128167
  0.17187324  0.7423763  -1.1772183 ]",0.04109463000000002
9579,9623,"[ 0.11344247 -1.4524074  -1.084909   -0.7557914  -0.00773528  0.8586856
 -0.08124497  0.8542096  -1.2087765 ]",0.0044760000000000355
9580,9624,"[ 0.15026008 -1.3264726  -0.90657735 -0.6341245  -0.02480822  0.8309649
 -0.21621306  0.8221003  -1.0666605 ]",0.0088646
9581,9625,"[ 0.0180793  -1.3035182  -1.0346401  -0.7341384   0.11768319  0.8432556
 -0.16104583  0.7564926  -1.201071  ]",0.08676300000000003
9582,9626,"[ 0.00405629 -1.2420882  -0.9571332  -0.64561236  0.11244278  0.8307338
 -0.08654875  0.76447403 -1.1172981 ]",0.06625976999999994
9583,9627,"[ 0.00499321 -1.4278182  -1.0729544  -0.70312464  0.22069082  0.90589863
 -0.16217157  0.8101602  -1.2478456 ]",0.09573843000000004
9584,9628,"[-0.05586934 -1.293875   -1.0332601  -0.63757443  0.05939064  0.9649423
 -0.27395168  0.788095   -1.1771637 ]",0.17684730000000004
9585,9629,"[ 0.0110174  -1.1962237  -0.94929236 -0.5312872   0.0153442   0.8809135
 -0.1511537   0.7560459  -0.9936154 ]",0.12486759999999997
9586,963,"[ 0.69956386 -3.137011   -2.588179   -2.2608209   1.3920953   0.8050676
  1.3178489  -0.43431896 -2.6121264 ]",0.07424640000000005
9587,9630,"[ 0.05325509 -1.2158886  -0.9205872  -0.51052976  0.07844796  0.85165346
 -0.01188889  0.73497343 -0.987345  ]",0.11668002999999993
9588,9631,"[ 0.05564162 -1.1618398  -0.9473922  -0.5121665   0.11568611  0.83737904
 -0.11874832  0.70813304 -0.95841444]",0.12924599999999997
9589,9632,"[ 0.08826647 -1.0926461  -0.8743636  -0.4019239   0.17684023  0.74775815
 -0.12087176  0.6686677  -0.8353486 ]",0.07909045000000003
9590,9633,"[ 0.22477907 -1.2050903  -0.8924859  -0.4033423   0.22051172  0.71741515
 -0.12664284  0.7439663  -0.80433464]",0.026551149999999968
9591,9634,"[ 0.18994057 -1.0067703  -0.776762   -0.35249808  0.1946603   0.6877428
 -0.16788933  0.62768483 -0.64516675]",0.060057970000000016
9592,9635,"[ 0.2185231  -0.9743515  -0.814884   -0.3809382   0.27406764  0.6504739
 -0.16236404  0.5563435  -0.647876  ]",0.09413040000000006
9593,9636,"[ 0.30023298 -1.1111411  -0.8387895  -0.45806086  0.3823533   0.6263692
 -0.34141833  0.58130914 -0.69325197]",0.04506005999999996
9594,9637,"[ 0.34469026 -1.1604928  -0.7474772  -0.4685768   0.36966842  0.46357244
 -0.19382443  0.60191005 -0.64315754]",0.13833761
9595,9638,"[ 0.32160813 -1.0557309  -0.63447225 -0.4105064   0.32183427  0.46496886
 -0.11649896  0.57239777 -0.5531288 ]",0.10742891000000004
9596,9639,"[ 0.35033786 -1.07046    -0.6753363  -0.40509892  0.32798365  0.52523524
 -0.11975647  0.5967632  -0.578181  ]",0.07152796000000006
9597,964,"[ 0.67186683 -3.2451077  -2.7033863  -2.3845658   1.4773887   0.81577146
  1.3465273  -0.46385798 -2.762164  ]",0.13086140000000013
9598,9640,"[ 0.39830646 -1.2370324  -0.7474441  -0.462368    0.32410526  0.5834622
 -0.10542136  0.6309975  -0.6769922 ]",0.04753529999999995
9599,9641,"[ 0.4298042  -1.157107   -0.680698   -0.4333099   0.09408478  0.5791497
 -0.13029644  0.6013864  -0.5871948 ]",0.022236699999999998
9600,9642,"[ 0.4770878  -1.1946027  -0.74999624 -0.35760173  0.24142322  0.590867
 -0.07476945  0.5142276  -0.5904286 ]",0.07663940000000002
9601,9643,"[ 0.45599484 -1.112483   -0.7053108  -0.31369716  0.27648267  0.535274
 -0.01572063  0.5542553  -0.5278272 ]",0.01898129999999998
9602,9644,"[ 0.5173495  -1.0621026  -0.6776176  -0.28653854  0.223803    0.53411585
 -0.09103796  0.49346402 -0.5137336 ]",0.01676634999999993
9603,9645,"[ 0.46065548 -0.95735335 -0.5833157  -0.3685427   0.31624085  0.3688478
 -0.09495761  0.4185176  -0.50729215]",0.042137880000000016
9604,9646,"[ 0.45455414 -0.97381717 -0.58589894 -0.30006126  0.3374662   0.39679125
 -0.13027783  0.38456985 -0.46933576]",0.05776289000000001
9605,9647,"[ 0.53547657 -1.1338415  -0.68765736 -0.35770512  0.40914103  0.40930778
 -0.0880667   0.4587166  -0.57983303]",0.07675997000000007
9606,9648,"[ 0.581527   -1.1615647  -0.601696   -0.31485084  0.30858108  0.40975446
 -0.186917    0.5906076  -0.51067805]",0.009080599999999994
9607,9649,"[ 0.5614674  -1.2054981  -0.68874115 -0.38083437  0.33009112  0.42883182
 -0.1786213   0.59156376 -0.5389214 ]",0.030096360000000044
9608,965,"[ 0.75813705 -3.463257   -2.8727818  -2.502122    1.3022252   0.8847932
  1.1474764  -0.56690896 -2.9068813 ]",0.15474880000000013
9609,9650,"[ 0.52874875 -1.140664   -0.6274781  -0.3369605   0.35394982  0.3552075
 -0.18502088  0.6151382  -0.48641205]",0.08638944999999998
9610,9651,"[ 0.53441733 -1.1437011  -0.56879073 -0.3418749   0.32053384  0.36846396
 -0.20322576  0.6766761  -0.5042211 ]",0.14225876999999998
9611,9652,"[ 0.5359214  -1.1205249  -0.47695708 -0.44788602  0.35577467  0.2740872
 -0.13214846  0.76928097 -0.5137365 ]",0.23335956999999996
9612,9653,"[ 0.52428234 -1.3638406  -0.72872776 -0.596103    0.23676646  0.5206312
 -0.20129494  0.9555696  -0.72261   ]",0.43128726000000006
9613,9654,"[ 0.50713515 -1.3327463  -0.6808312  -0.48290947  0.22637665  0.49542755
 -0.23170738  0.86316806 -0.6544843 ]",0.35603291000000004
9614,9655,"[ 0.45775062 -1.3111159  -0.69976354 -0.5385077   0.226123    0.48520714
 -0.29008612  0.8525152  -0.6943234 ]",0.36730806000000005
9615,9656,"[ 0.45264924 -1.2379259  -0.8036081  -0.62200785  0.10547973  0.5562179
 -0.35451892  0.75306845 -0.7725538 ]",0.19685054999999996
9616,9657,"[ 0.4637619  -1.2812425  -0.97544396 -0.8188236  -0.15871489  0.62576205
 -0.39431766  0.5960314  -0.99538577]",0.02973064999999997
9617,9658,"[ 0.4007908  -1.1614896  -0.9020845  -0.7223409   0.02691768  0.597071
 -0.32831854  0.623392   -0.9079696 ]",0.026320999999999928
9618,9659,"[ 0.31186205 -0.80399704 -0.82556653 -0.7258721  -0.2695178   0.51564705
 -0.6615098   0.53639346 -0.79234195]",0.020746409999999993
9619,966,"[ 1.0385145 -3.878805  -3.2406485 -2.9284174  1.1316367  1.1065898
  1.0875044 -1.0084411 -3.2354307]",0.025046899999999983
9620,9660,"[ 0.11788473 -0.49514875 -0.83492535 -0.7623093  -0.19466516  0.40273643
 -0.683882    0.47340983 -0.75530994]",0.0706734
9621,9661,"[ 0.14969271 -0.5444106  -0.87199354 -0.8130916  -0.11933265  0.42045784
 -0.66765517  0.60798943 -0.7365098 ]",0.18753159000000003
9622,9662,"[ 0.1222975  -0.46923712 -0.84611773 -0.6528574  -0.10243993  0.45613956
 -0.6083831   0.5204114  -0.6441825 ]",0.06427183999999997
9623,9663,"[ 0.20039824 -0.6495287  -0.87934923 -0.64436334 -0.01835386  0.46685642
 -0.562346    0.6893281  -0.6634654 ]",0.22247168
9624,9664,"[ 0.18737766 -0.6935046  -0.80851835 -0.5734229   0.03811913  0.45667028
 -0.48066804  0.69357747 -0.5745567 ]",0.23690719000000005
9625,9665,"[ 0.31829673 -0.7111113  -0.79928166 -0.34547776 -0.03246982  0.39928305
 -0.6395133   0.41250965 -0.58550984]",0.013226600000000033
9626,9666,"[ 0.37350512 -0.6117123  -0.5903905  -0.11844765 -0.02873811  0.30546737
 -0.56281406  0.39228112 -0.28204098]",0.01877599999999996
9627,9667,"[ 0.4202374  -0.76129115 -0.62617236 -0.1717405   0.15009002  0.38576758
 -0.60667336  0.6071534  -0.27305722]",0.18691599999999997
9628,9668,"[ 0.49804276 -0.7231447  -0.69170713 -0.10209508  0.13634685  0.28326473
 -0.53005594  0.37028676 -0.3527972 ]",0.12775599999999998
9629,9669,"[ 0.71649617 -0.6998048  -0.86618745 -0.18489712 -0.00239379  0.11000521
 -0.6601259   0.02836108 -0.51227653]",0.60649096
9630,967,"[ 0.9360894 -3.5787926 -2.9486086 -2.6175175  1.0869426  1.0445967
  1.06949   -0.8031769 -2.9578152]",0.01745259999999993
9631,9670,"[ 0.67759424 -0.80048347 -0.9305233  -0.05171695  0.00798029  0.35655206
 -0.61246276  0.12596118 -0.41688263]",0.32104218
9632,9671,"[ 0.6896263  -0.8724489  -0.9074166  -0.08951333  0.03411213  0.54127204
 -0.7299252   0.25914925 -0.40664878]",0.14835426000000007
9633,9672,"[ 0.33756644 -0.5951823  -0.6079259  -0.13559581  0.14424291  0.27820265
 -0.39626738  0.38411257 -0.16756986]",0.04654612999999996
9634,9673,"[ 0.06077376 -0.31383273 -0.5722129  -0.33590496  0.03099419  0.15916358
 -0.16206104  0.35403606 -0.15374309]",0.19487248
9635,9674,"[ 0.0368969  -0.47467732 -0.62213427 -0.27708465  0.0988924   0.27520573
 -0.1293982   0.4372035  -0.233114  ]",0.16199777000000004
9636,9675,"[ 0.08011528 -0.49100125 -0.57787967 -0.25004363  0.15165809  0.252426
 -0.11291151  0.44135612 -0.28217304]",0.18893012000000003
9637,9676,"[ 0.01002042 -0.3240392  -0.45416626 -0.26108742  0.11000546  0.25998476
 -0.23858248  0.3211436  -0.18876997]",0.06115883999999999
9638,9677,"[ 0.12778038 -0.31143993 -0.58520806 -0.14715628  0.0011449   0.27544516
 -0.0145174   0.09978357 -0.32354474]",0.14766478000000002
9639,9678,"[ 0.2739041  -0.40847817 -0.5395682  -0.00164752  0.11420469  0.19916296
  0.00143092  0.0532871  -0.28581068]",0.07474113999999998
9640,9679,"[ 0.24197409 -0.5066937  -0.6126049  -0.11967087  0.14657463  0.2770129
 -0.0332009   0.11221302 -0.41685158]",0.035038810000000004
